base_coin,okx_symbol,bybit_symbol,status,in_plot_set,gecko_id,gecko_name,map_method,map_note,n_candidates,candidate_ids,market_cap_usd,median_rel_vol,mean_rel_vol,volume_cv,median_volume_usd,mean_volume_usd,n_hist_days,n_days_both,n_days_volume,n_days_mcap,hist_start,hist_end,ticker_volume_usd,ticker_mcap_usd,window_start,window_end,okx_tick_size,okx_lot_size,okx_min_size,bybit_tick_size,bybit_qty_step,bybit_min_order_qty,bybit_min_notional_value,paprika_id,paprika_name
LTC,LTC-USDT-SWAP,LTCUSDT,ok,True,litecoin,Litecoin,markets_max_mcap,,2,"litecoin,binance-peg-litecoin",3992484139.0,0.006523239670658589,0.010951329984189911,0.8194570259100755,26043930.92,43723011.26283334,30,30,30,30,2026-08-05,2026-09-03,270177082.0,3992484139.0,2026-08-05,2026-09-03,0.01,0.1,0.1,0.01,0.1,0.1,5,litecoin,Litecoin
MAGIC,MAGIC-USDT-SWAP,MAGICUSDT,ok,True,magic,Treasure,markets_max_mcap,,3,"magic,magic-carpet-ride,magic-token",15197993.0,0.045835124405571186,0.09580601085125735,1.4602115905537818,696601.8998700001,1456059.0822753333,30,30,30,30,2026-08-05,2026-09-03,3613161.0,15197993.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,magic,Treasure
MANA,MANA-USDT-SWAP,MANAUSDT,ok,True,decentraland,Decentraland,markets_max_mcap,,3,"decentraland,decentraland-wormhole,meme-anarchic-numismatic-asset",147441005.0,0.007132131300403846,0.009763818345594566,0.7572803664799282,1051568.6067235,1439587.1895119,30,30,30,30,2026-08-05,2026-09-03,19035532.0,147441005.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,0.1,0.1,5,decentraland,Decentraland
MASK,MASK-USDT-SWAP,MASKUSDT,ok,True,mask-network,Mask Network,markets_max_mcap,,2,"mask-network,catwifmask",44886085.0,0.017290005549715465,0.023068748053841924,0.7100091225466234,776080.658755,1035465.7859883333,30,30,30,30,2026-08-05,2026-09-03,18297769.0,44886085.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,0.1,0.1,5,mask-network,Mask Network
ME,ME-USDT-SWAP,MEUSDT,ok,True,magic-eden,Magic Eden,markets_max_mcap,,2,"magic-eden,literally-me",39250025.0,0.031650884531793294,0.045617403047310164,0.7749528998243475,1242298.009145,1790484.2100419998,30,30,30,30,2026-08-05,2026-09-03,2760167.0,39250025.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,magic-eden,Magic Eden
MEGA,MEGA-USDT-SWAP,MEGAUSDT,ok,True,megaeth,MegaETH,markets_max_mcap,,3,"megaeth,make-eth-great-again,make-europe-great-again",45006253.0,0.05654895578654371,0.07131707706804652,0.6394218055261324,2545056.6110150004,3209714.413745,30,30,30,30,2026-08-05,2026-09-03,8693201.0,45006253.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,megaeth,MegaETH
MEME,MEME-USDT-SWAP,MEMEUSDT,ok,True,memetoon,MEMETOON,markets_max_mcap,close mcap runner-up memecoin-2 cap=35573224 vs 51673755,5,"memetoon,memecoin-2,1-meme-can-change-your-life,most-elegant-monkey-ever,mpx6900",51673755.0,0.015790847407712097,0.020282449986691823,0.6657885887967492,815972.3801885,1048070.3514120667,30,30,30,30,2026-08-05,2026-09-03,378082.0,51673755.0,2026-08-05,2026-09-03,1e-07,1.0,1.0,1e-07,10.0,10.0,5,memetoon,MEMETOON
MERL,MERL-USDT-SWAP,MERLUSDT,ok,True,merlin-chain,Merlin Chain,markets_max_mcap,,1,merlin-chain,32384320.0,0.06986281886023853,0.10396030841944391,0.8067464643562122,2262459.882072,3366683.895153967,30,30,30,30,2026-08-05,2026-09-03,2882241.0,32384320.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,0.1,0.1,5,merlin-chain,Merlin Chain
MET,MET-USDT-SWAP,METUSDT,ok,True,meteora,Meteora,markets_max_mcap,,3,"meteora,metronome,metformin",111546604.0,0.019639519243414165,0.04008886706230368,1.3993328063684742,2190721.6757954997,4471776.979007433,30,30,30,30,2026-08-05,2026-09-03,6194566.0,111546604.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,1e-05,0.1,0.1,5,meteora,Meteora
METIS,METIS-USDT-SWAP,METISUSDT,ok,True,metis-token,Metis,markets_max_mcap,,2,"metis-token,medusa-metis",22230652.0,0.013400928873341185,0.0171035040536223,0.5491128738952173,297911.38625999994,380222.0465966666,30,30,30,30,2026-08-05,2026-09-03,1767576.0,22230652.0,2026-08-05,2026-09-03,0.001,1.0,1.0,0.001,0.01,0.01,5,metis-token,Metis
MEW,MEW-USDT-SWAP,MEWUSDT,ok,True,cat-in-a-dogs-world,cat in a dogs world,markets_max_mcap,,1,cat-in-a-dogs-world,38393427.0,0.01843725830205259,0.03211216650420396,1.2484402838579554,707869.5307,1232896.1204909997,30,30,30,30,2026-08-05,2026-09-03,3390881.0,38393427.0,2026-08-05,2026-09-03,1e-07,1.0,1.0,1e-07,100.0,100.0,5,cat-in-a-dogs-world,cat in a dogs world
MINA,MINA-USDT-SWAP,MINAUSDT,ok,True,mina-protocol,Mina Protocol,markets_max_mcap,,1,mina-protocol,95989151.0,0.009431866143221748,0.015573611872045486,0.8924027890907674,905356.8234335,1494897.7816011666,30,30,30,30,2026-08-05,2026-09-03,9274297.0,95989151.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,0.1,0.1,5,mina-protocol,Mina Protocol
MMT,MMT-USDT-SWAP,MMTUSDT,ok,True,momentum-3,Momentum,override,,1,momentum-3,34107060.0,0.2525837746129394,0.701668014639237,1.6891460746451135,8614889.95575,23931833.075381335,30,30,30,30,2026-08-05,2026-09-03,4545327.0,34107060.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,1e-05,1.0,1.0,5,momentum-3,Momentum
MON,MON-USDT-SWAP,MONUSDT,ok,True,monad,Monad,markets_max_mcap,,3,"monad,moneymon,mon-protocol",318789077.0,0.028904132538245655,0.050213968432042295,1.007150706139593,9214321.733353,16007664.6489579,30,30,30,30,2026-08-05,2026-09-03,29140513.0,318789077.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-06,1.0,1.0,5,monad,Monad
MOODENG,MOODENG-USDT-SWAP,MOODENGUSDT,ok,True,moo-deng,Moo Deng,markets_max_mcap,,2,"moo-deng,moo-deng-2",41637589.0,0.06257575913809514,0.10194333906787126,0.9438097546329532,2605503.740355,4244674.853395666,30,30,30,30,2026-08-05,2026-09-03,7311186.0,41637589.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,moo-deng,Moo Deng
MORPHO,MORPHO-USDT-SWAP,MORPHOUSDT,ok,True,morpho,Morpho,markets_max_mcap,,2,"morpho,morpho-2",1747639673.0,0.0028708104302402155,0.004144019126023812,0.9937980666267933,5017142.201549999,7242252.23031,30,30,30,30,2026-08-05,2026-09-03,42469758.0,1747639673.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,1.0,1.0,5,morpho,Morpho
MOVE,MOVE-USDT-SWAP,MOVEUSDT,ok,True,movement,Movement,markets_max_mcap,,2,"movement,moveapp",40789995.0,0.08453815090196751,0.1565849374077671,1.0392195671981632,3448310.7526005,6387098.8139381325,30,30,30,30,2026-08-05,2026-09-03,9813846.0,40789995.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,movement,Movement
MUBARAK,MUBARAK-USDT-SWAP,MUBARAKUSDT,ok,True,mubarak,Mubarak,markets_max_mcap,,2,"mubarak,mubarak-sol",30053535.0,0.20294694088414225,0.6533649586111305,1.589570544197129,6099272.991004501,19635926.651393168,30,30,30,30,2026-08-05,2026-09-03,65221679.0,30053535.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-06,1.0,1.0,5,mubarak,Mubarak
NEAR,NEAR-USDT-SWAP,NEARUSDT,ok,True,near,NEAR Protocol,markets_max_mcap,,3,"near,binance-peg-near-protocol,rainbow-bridged-near-ethereum",2597766479.0,0.026880437025685017,0.031182369365305444,0.61126680727216,69829098.24619499,81004513.872987,30,30,30,30,2026-08-05,2026-09-03,268034102.0,2597766479.0,2026-08-05,2026-09-03,0.001,0.1,0.1,0.0001,0.1,0.1,5,near,NEAR Protocol
NEO,NEO-USDT-SWAP,NEOUSDT,ok,True,neo,NEO,markets_max_mcap,,1,neo,148606339.0,0.004493903599462201,0.007622872170917285,0.9406424889517968,667822.561735,1132807.125985,30,30,30,30,2026-08-05,2026-09-03,3830744.0,148606339.0,2026-08-05,2026-09-03,0.001,1.0,1.0,0.001,0.01,0.01,5,neo,NEO
NIGHT,NIGHT-USDT-SWAP,NIGHTUSDT,ok,True,midnight-3,Midnight,markets_max_mcap,,2,"midnight-3,midnight",375979443.0,0.0034046799421690727,0.004282218787087606,0.6309469750676635,1280089.66825,1610026.2343733334,30,30,30,30,2026-08-05,2026-09-03,15777364.0,375979443.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-05,10.0,10.0,5,midnight-3,Midnight
NMR,NMR-USDT-SWAP,NMRUSDT,ok,True,numeraire,Numeraire,markets_max_mcap,,1,numeraire,62500790.0,0.004519072187727547,0.005722461261049662,0.5658226266750864,282445.5818,357658.34956,30,30,30,30,2026-08-05,2026-09-03,3989310.0,62500790.0,2026-08-05,2026-09-03,0.001,1.0,1.0,0.001,0.1,0.1,5,numeraire,Numeraire
NOT,NOT-USDT-SWAP,NOTUSDT,ok,True,notcoin,Notcoin,markets_max_mcap,,2,"notcoin,nothing-3",45512525.0,0.04512011840462598,0.08298419222882199,1.263588447031401,2053530.5168935,3776820.123419067,30,30,30,30,2026-08-05,2026-09-03,6300364.0,45512525.0,2026-08-05,2026-09-03,1e-07,1.0,1.0,1e-07,10.0,10.0,5,notcoin,Notcoin
OKB,OKB-USDT-SWAP,OKBUSDT,ok,True,okb,OKB,markets_max_mcap,,1,okb,2302972345.0,0.010107225893283577,0.01364303778102323,0.6858865012277253,23276661.7169,31419538.71148667,30,30,30,30,2026-08-05,2026-09-03,31328537.0,2302972345.0,2026-08-05,2026-09-03,0.01,1.0,1.0,0.01,0.01,0.01,5,okb,OKB
ONDO,ONDO-USDT-SWAP,ONDOUSDT,ok,True,ondo-finance,Ondo,markets_max_mcap,,1,ondo-finance,1784893304.0,0.023175447171406946,0.032263087224953066,0.7448271437868687,41365700.473450005,57586168.354186654,30,30,30,30,2026-08-05,2026-09-03,95735002.0,1784893304.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,1.0,1.0,5,ondo-finance,Ondo
ONT,ONT-USDT-SWAP,ONTUSDT,ok,True,ontology,Ontology,markets_max_mcap,,2,"ontology,binance-peg-ontology",55680318.0,0.06736920776826381,0.16008012090124318,1.7968069947036611,3751138.911945,8913312.037259666,30,30,30,30,2026-08-05,2026-09-03,5584274.0,55680318.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,ontology,Ontology
OP,OP-USDT-SWAP,OPUSDT,ok,True,optimism,Optimism,markets_max_mcap,,2,"optimism,one-path",239565139.0,0.0675580233909179,0.0821780755110655,0.6369807400007746,16184547.2642105,19687002.082560897,30,30,30,30,2026-08-05,2026-09-03,87088786.0,239565139.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,0.1,0.1,5,optimism,Optimism
OPG,OPG-USDT-SWAP,OPGUSDT,ok,True,opengradient,OpenGradient,markets_max_mcap,,1,opengradient,22318638.0,0.056658971676049406,0.09081562031779596,1.1551511961676069,1264551.07829,2026880.9546183338,30,30,30,30,2026-08-05,2026-09-03,7940900.0,22318638.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,1.0,1.0,5,opengradient,OpenGradient
OPN,OPN-USDT-SWAP,OPNUSDT,ok,True,opinion,Opinion,markets_max_mcap,,2,"opinion,open-ticketing-ecosystem",10240074.0,0.19307493097364334,0.31216247707025035,1.5073324807868138,1977101.580715,3196566.8652226673,30,30,30,30,2026-08-05,2026-09-03,2386796.0,10240074.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,opinion,Opinion
ORDER,ORDER-USDT-SWAP,ORDERUSDT,ok,True,orderly-network,Orderly,markets_max_mcap,,2,"orderly-network,order-3",14088341.0,0.03429416987493417,0.04401665062252539,0.6496949298322371,483147.95950999996,620121.5836479999,30,30,30,30,2026-08-05,2026-09-03,3232114.0,14088341.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,orderly-network,Orderly
ORDI,ORDI-USDT-SWAP,ORDIUSDT,ok,True,ordinals,ORDI,markets_max_mcap,,1,ordinals,89258009.0,0.10610130333923312,0.16413956072808358,0.9347622778390229,9470391.088365,14650770.388723332,30,30,30,30,2026-08-05,2026-09-03,19696010.0,89258009.0,2026-08-05,2026-09-03,0.001,1.0,1.0,0.001,0.01,0.01,5,ordinals,ORDI
PARTI,PARTI-USDT-SWAP,PARTIUSDT,ok,True,particle-network,Particle Network,markets_max_mcap,,1,particle-network,5884159.0,0.18456072442977833,0.23866512609465515,0.6257237356760268,1085984.6477,1404343.549696,30,30,30,30,2026-08-05,2026-09-03,12204502.0,5884159.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,particle-network,Particle Network
PENDLE,PENDLE-USDT-SWAP,PENDLEUSDT,ok,True,pendle,Pendle,markets_max_mcap,,1,pendle,333172929.0,0.010990445818903852,0.015306589837465457,0.8331214712033906,3661719.0245,5099741.369150002,30,30,30,30,2026-08-05,2026-09-03,49675270.0,333172929.0,2026-08-05,2026-09-03,0.001,1.0,1.0,0.0001,1.0,1.0,5,pendle,Pendle
PENGU,PENGU-USDT-SWAP,PENGUUSDT,ok,True,pudgy-penguins,Pudgy Penguins,markets_max_mcap,,1,pudgy-penguins,561379530.0,0.04769482302289327,0.0804804832043882,0.9367324237596308,26774897.332025,45180095.83545233,30,30,30,30,2026-08-05,2026-09-03,212885374.0,561379530.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-06,10.0,10.0,5,pudgy-penguins,Pudgy Penguins
PEOPLE,PEOPLE-USDT-SWAP,PEOPLEUSDT,ok,True,constitutiondao,ConstitutionDAO,markets_max_mcap,,2,"constitutiondao,constitutiondao-wormhole",43116927.0,0.16892337019537595,0.321075460853393,1.535597838738081,7283456.621308,13843787.2071071,30,30,30,30,2026-08-05,2026-09-03,11998792.0,43116927.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-06,1.0,1.0,5,constitutiondao,ConstitutionDAO
PIEVERSE,PIEVERSE-USDT-SWAP,PIEVERSEUSDT,ok,True,pieverse,Pieverse,markets_max_mcap,,1,pieverse,310587775.0,0.022609431812955293,0.02874865188994212,0.9081670091785268,7022213.1208,8928979.824746666,30,30,30,30,2026-08-05,2026-09-03,4808078.0,310587775.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,1.0,1.0,5,pieverse,Pieverse
PIPPIN,PIPPIN-USDT-SWAP,PIPPINUSDT,ok,True,pippin,pippin,markets_max_mcap,,1,pippin,20111296.0,0.17366449144202342,0.19805571942063477,0.5407333519384763,3492617.99208,3983157.197761333,30,30,30,30,2026-08-05,2026-09-03,4975065.0,20111296.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,pippin,pippin
PLUME,PLUME-USDT-SWAP,PLUMEUSDT,ok,True,plume,Plume,markets_max_mcap,,1,plume,93730773.0,0.0463156648016495,0.05676960334984186,0.4972173000772997,4341203.0638675,5321058.804884066,30,30,30,30,2026-08-05,2026-09-03,8664041.0,93730773.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-06,1.0,1.0,5,plume,Plume
PNUT,PNUT-USDT-SWAP,PNUTUSDT,ok,True,peanut-the-squirrel,Peanut the Squirrel,markets_max_mcap,,4,"peanut-the-squirrel,peanut-3,pnut,pnut-the-squirrel",50400979.0,0.06375615957717805,0.10312570759996546,1.1094291507911636,3213372.8599699996,5197636.623106,30,30,30,30,2026-08-05,2026-09-03,9083300.0,50400979.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,peanut-the-squirrel,Peanut the Squirrel
POL,POL-USDT-SWAP,POLUSDT,ok,True,polygon-ecosystem-token,POL (ex-MATIC),override,,4,"polygon-ecosystem-token,anubis-bridged-pol-anubis,katana-bridged-pol-katana,proof-of-liquidity",1011941290.0,0.010726994094143544,0.017408912216798668,1.088365689339178,10855088.24145,17616797.086163998,30,30,30,30,2026-08-05,2026-09-03,64291782.0,1011941290.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,polygon-ecosystem-token,POL (ex-MATIC)
POPCAT,POPCAT-USDT-SWAP,POPCATUSDT,ok,True,popcat,Popcat,markets_max_mcap,,1,popcat,53127369.0,0.03673079699965944,0.06504503884614225,1.0151699271444172,1951410.605865,3455671.7803983334,30,30,30,30,2026-08-05,2026-09-03,10067559.0,53127369.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,popcat,Popcat
PROVE,PROVE-USDT-SWAP,PROVEUSDT,ok,True,succinct,Succinct,markets_max_mcap,,1,succinct,35201517.0,0.03021887259432598,0.033404168538532016,0.4161764317010145,1063750.15735,1175877.4066799998,30,30,30,30,2026-08-05,2026-09-03,4365156.0,35201517.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,1.0,1.0,5,succinct,Succinct
PYTH,PYTH-USDT-SWAP,PYTHUSDT,ok,True,pyth-network,Pyth Network,markets_max_mcap,,1,pyth-network,441345036.0,0.008364346402890096,0.012244034012287689,0.8200672659613991,3691562.7643,5403843.631938334,30,30,30,30,2026-08-05,2026-09-03,62010002.0,441345036.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,pyth-network,Pyth Network
QTUM,QTUM-USDT-SWAP,QTUMUSDT,ok,True,qtum,Qtum,markets_max_mcap,,1,qtum,91950865.0,0.0066251772302522655,0.0085724942932692,0.8591425487116653,609190.7771000001,788248.2654736665,30,30,30,30,2026-08-05,2026-09-03,3114487.0,91950865.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,0.1,0.1,5,qtum,Qtum
RAVE,RAVE-USDT-SWAP,RAVEUSDT,ok,True,ravedao,RaveDAO,markets_max_mcap,,1,ravedao,68341650.0,0.0459461123400591,0.0821188331153745,1.1977702311553788,3140033.128405,5612136.551179334,30,30,30,30,2026-08-05,2026-09-03,1955615.0,68341650.0,2026-08-05,2026-09-03,0.0001,0.01,0.01,1e-05,1.0,1.0,5,ravedao,RaveDAO
RE,RE-USDT-SWAP,REUSDT,ok,True,re,RE,markets_max_mcap,,1,re,74921785.0,0.26713259052156857,0.3533002172765461,1.0217227133155926,20014050.51355,26469882.91924667,30,30,30,30,2026-08-05,2026-09-03,8146889.0,74921785.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,0.0001,1.0,1.0,5,re,RE
RECALL,RECALL-USDT-SWAP,RECALLUSDT,ok,True,recall,Recall,markets_max_mcap,,1,recall,13565793.0,0.03137958113101092,0.05357220377034598,1.03451665694785,425688.90205000003,726749.4269023334,30,30,30,30,2026-08-05,2026-09-03,7166019.0,13565793.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,recall,Recall
RENDER,RENDER-USDT-SWAP,RENDERUSDT,ok,True,render-token,Render,override,,1,render-token,768417747.0,0.007741041315597049,0.008518085095816594,0.43731570766824396,5948353.527165,6545447.758081666,30,30,30,30,2026-08-05,2026-09-03,32397809.0,768417747.0,2026-08-05,2026-09-03,0.001,1.0,1.0,0.0001,0.1,0.1,5,render-token,Render
RESOLV,RESOLV-USDT-SWAP,RESOLVUSDT,ok,True,resolv,Resolv,markets_max_mcap,,1,resolv,8416720.0,0.2021327922094355,0.3557732180189749,1.4224815744138923,1701295.114845,2994443.559564667,30,30,30,30,2026-08-05,2026-09-03,2586555.0,8416720.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,resolv,Resolv
RIVER,RIVER-USDT-SWAP,RIVERUSDT,ok,True,river,River,markets_max_mcap,,1,river,25448933.0,0.3894174791886167,0.48079846824972977,1.0364830044954685,9910259.3369,12235808.004989998,30,30,30,30,2026-08-05,2026-09-03,2459823.0,25448933.0,2026-08-05,2026-09-03,0.001,1.0,1.0,0.001,0.1,0.1,5,river,River
RSR,RSR-USDT-SWAP,RSRUSDT,ok,True,reserve-rights-token,Reserve Rights,markets_max_mcap,,1,reserve-rights-token,87200613.0,0.00630810610099725,0.009013889526937918,0.7101766175614564,550070.718876,786016.6922632665,30,30,30,30,2026-08-05,2026-09-03,14118518.0,87200613.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-07,10.0,10.0,5,reserve-rights-token,Reserve Rights
RVN,RVN-USDT-SWAP,RVNUSDT,ok,True,ravencoin,Ravencoin,markets_max_mcap,,1,ravencoin,51150481.0,0.01934415619542268,0.031743168128845166,1.043520415218343,989462.893935,1623678.3182542997,30,30,30,30,2026-08-05,2026-09-03,1523879.0,51150481.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-06,1.0,1.0,5,ravencoin,Ravencoin
S,S-USDT-SWAP,SUSDT,ok,True,sonic-3,Sonic,override,,2,"sonic-3,agent-s",109557856.0,0.015089788366842447,0.019326711785451516,0.7782335920525206,1653204.860965,2117393.106744,30,30,30,30,2026-08-05,2026-09-03,15115779.0,109557856.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,sonic-3,Sonic
SAHARA,SAHARA-USDT-SWAP,SAHARAUSDT,ok,True,sahara-ai,Sahara AI,markets_max_mcap,,1,sahara-ai,33472861.0,0.07017781140263152,0.0757446642818969,0.42787350422207554,2349052.1263645003,2535390.6189996,30,30,30,30,2026-08-05,2026-09-03,12358117.0,33472861.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-06,1.0,1.0,5,sahara-ai,Sahara AI
SAND,SAND-USDT-SWAP,SANDUSDT,ok,True,the-sandbox,The Sandbox,markets_max_mcap,,2,"the-sandbox,the-sandbox-wormhole",118810003.0,0.042909014332235984,0.06028865683738768,0.8854892519626743,5098020.121540001,7162895.499716001,30,30,30,30,2026-08-05,2026-09-03,19222195.0,118810003.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,the-sandbox,The Sandbox
SAPIEN,SAPIEN-USDT-SWAP,SAPIENUSDT,ok,True,sapien-2,Sapien,markets_max_mcap,,1,sapien-2,15189734.0,0.01812057997131484,0.02319522269929151,0.640615459615922,275246.78969,352329.26287300006,30,30,30,30,2026-08-05,2026-09-03,1573709.0,15189734.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,sapien-2,Sapien
SEI,SEI-USDT-SWAP,SEIUSDT,ok,True,sei-network,Sei,markets_max_mcap,,2,"sei-network,layerzero-bridged-sei",332528552.0,0.015078327093157403,0.017184619108135013,0.5795617948067862,5013974.27487,5714376.508699669,30,30,30,30,2026-08-05,2026-09-03,57939628.0,332528552.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,sei-network,Sei
SENT,SENT-USDT-SWAP,SENTUSDT,ok,True,sentient,Sentient,markets_max_mcap,,2,"sentient,sentiient",95787395.0,0.011904073823283325,0.0114934556318327,0.42203007088553607,1140260.2214199998,1100928.1745213333,30,30,30,30,2026-08-05,2026-09-03,7735459.0,95787395.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-06,10.0,10.0,5,sentient,Sentient
SHAZ,SHAZ-USDT-SWAP,SHAZUSDT,unmatched_coingecko,False,,,unmatched,no CoinGecko coins/list symbol match,0,,,,,0.9704318372055739,1243341.24,1577888.1021599998,30,0,30,0,2026-08-05,2026-09-03,,,2026-08-05,2026-09-03,0.01,0.1,0.1,0.01,0.01,0.01,5,,
SHELL,SHELL-USDT-SWAP,SHELLUSDT,ok,True,myshell,MyShell,markets_max_mcap,,2,"myshell,stargate-bridged-shell-avalanche",6031543.0,0.056016007768658865,0.1288981392527031,1.6706489223434973,337862.959545,777454.6695226666,30,30,30,30,2026-08-05,2026-09-03,3986647.0,6031543.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,1.0,1.0,5,myshell,MyShell
SIGN,SIGN-USDT-SWAP,SIGNUSDT,ok,True,sign-global,Sign,markets_max_mcap,,1,sign-global,26718183.0,0.03691609619299337,0.041281497232278114,0.6167628175702352,986331.01373,1102966.597566,30,30,30,30,2026-08-05,2026-09-03,6331109.0,26718183.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-06,10.0,10.0,5,sign-global,Sign
SKY,SKY-USDT-SWAP,SKYUSDT,ok,True,sky,Sky,markets_max_mcap,,7,"sky,darkcrypto-share,skycastle,skycoin,skydrome,skynet-3,sky-super-cat",1609117154.0,0.001135176502070899,0.0013297975750434393,0.4642198763827148,1826631.9823,2139800.08935,30,30,30,30,2026-08-05,2026-09-03,9842142.0,1609117154.0,2026-08-05,2026-09-03,1e-05,1.0,1.0,1e-05,10.0,10.0,5,sky,Sky
SNX,SNX-USDT-SWAP,SNXUSDT,ok,True,havven,Synthetix,markets_max_mcap,,1,havven,125428524.0,0.009617285895830203,0.009912252448770479,0.5484902326153434,1206281.9748,1243279.1941646668,30,30,30,30,2026-08-05,2026-09-03,14642107.0,125428524.0,2026-08-05,2026-09-03,0.0001,1.0,1.0,0.0001,0.1,0.1,5,havven,Synthetix
SNXX,SNXX-USDT-SWAP,SNXXUSDT,missing_market_cap,False,td-synnex-xstock,TD Synnex xStock,unique_symbol_not_in_top_markets,in coins/list but not in cached /markets pages,1,td-synnex-xstock,,,,0.778290046199923,111905009.26635,135918693.14214668,30,0,30,0,2026-08-05,2026-09-03,,,2026-08-05,2026-09-03,0.01,0.1,0.1,0.01,0.01,0.01,5,td-synnex-xstock,TD Synnex xStock
SOL,SOL-USDT-SWAP,SOLUSDT,ok,True,solana,Solana,markets_max_mcap,,11,"solana,allbridge-bridged-sol-near-protocol,base-bridged-sol-base,binance-peg-sol,hyperlane-bridged-sol-eclipse,near-intents-bridged-sol,neonpass-bridged-sol-neon-evm,osmosis-allsol,sol-the-trophy-tomato,wormhole-bridged-sol,wormhole-bridged-wrapped-sol-sui",61497956823.0,0.01921966582461643,0.024846562070400074,0.5896746377800263,1181970179.03475,1528012801.405453,30,30,30,30,2026-08-05,2026-09-03,3992997479.0,61497956823.0,2026-08-05,2026-09-03,0.01,0.01,0.01,0.01,0.1,0.1,5,solana,Solana
SOON,SOON-USDT-SWAP,SOONUSDT,ok,True,soon-2,SOON,markets_max_mcap,,2,"soon-2,southern-ondo-tokenized-stock",65518718.0,0.03271431373901425,0.03740507887006174,0.6000689754608847,2143399.8964299997,2450732.814255334,30,30,30,30,2026-08-05,2026-09-03,5140770.0,65518718.0,2026-08-05,2026-09-03,0.0001,0.1,0.1,1e-05,1.0,1.0,5,soon-2,SOON
SOPH,SOPH-USDT-SWAP,SOPHUSDT,ok,True,sophon,Sophon,markets_max_mcap,,2,"sophon,sophiaverse",16220524.0,0.056192300399481546,0.09643592192362796,1.3930179837530636,911468.557245,1564241.1860243334,30,30,30,30,2026-08-05,2026-09-03,12703347.0,16220524.0,2026-08-05,2026-09-03,1e-06,1.0,1.0,1e-06,10.0,10.0,5,sophon,Sophon
