base_coin,n_ticks,std_spread_long,std_spread_short,mean_spread_long,mean_spread_short,days_with_ticks,std_spread,std_status,window_start,window_end,n_files,n_tables
BE,17983135,0.052872462290996215,0.0565168985985073,-0.1410065957332804,0.009078740225819157,25,0.0565168985985073,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BEAT,34497743,0.1267798266652482,0.13164368733473833,-0.08229276181587626,-0.09269014149713337,25,0.13164368733473833,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BERA,4366599,0.09667295734656693,0.09624312211960777,-0.07550640487153723,-0.07679379417968296,25,0.09667295734656693,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BICO,22617119,0.263972823826884,0.2593141326663936,0.13356840988393015,-0.22016878066299556,25,0.263972823826884,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BIGTIME,4162669,0.06811115985464415,0.06618974381848483,0.038255805186263016,-0.18361533902572671,25,0.06811115985464415,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BILL,3881090,0.09962199216297689,0.11433071248090115,-0.1034335941158341,-0.041179390836189086,25,0.11433071248090115,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BIO,4259152,0.0591219951950169,0.05916718786911819,-0.057688661951138455,-0.03743172738846135,25,0.05916718786911819,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BLEND,2086929,0.2035516728492387,0.22448374205908275,-0.19303854037123924,-0.008129126863027813,25,0.22448374205908275,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BLUR,3776721,0.06987553955093537,0.06898841181712739,-0.05533393558354185,-0.07053863268297429,25,0.06987553955093537,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BMNR,6330157,0.06880635696743975,0.0695167081279926,-0.09719067615513417,-0.09400805897240186,25,0.0695167081279926,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BNB,15423975,0.019047820845712094,0.019726482487341237,-0.01596404432258799,-0.015343537930085811,25,0.019726482487341237,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BOME,10253523,0.06549597955362167,0.06570815188010774,-0.0457407596278694,-0.026303406955830555,25,0.06570815188010774,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BOT,2412179,0.1487444091174239,0.15741471429814494,-0.07102275262079347,-0.23295424145176616,25,0.15741471429814494,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BRETT,4535412,0.07597537069798672,0.07476957604362336,-0.18483874267717768,8.165595176725136e-05,25,0.07597537069798672,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BREV,2359693,0.07123428209658098,0.07648498893519783,0.006616723574903599,-0.17455064147971924,25,0.07648498893519783,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BSB,7198042,0.11026857522709989,0.11392872111176344,-0.0623763467200116,-0.08488630419548965,25,0.11392872111176344,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BSP,3546403,0.149749908853062,0.14702139935511813,-0.15071574442385366,-0.19645161315940032,25,0.149749908853062,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BTC,46390074,0.009712948587679463,0.009704087410323373,-0.004997411538168393,0.004696068935178528,25,0.009712948587679463,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
BZ,9714440,0.030041148236395608,0.029781120048012477,-0.03942313697155823,0.014131390777821832,25,0.030041148236395608,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CAP,15800366,0.235643621594228,0.23232789999597628,0.131980645479828,-0.2112531799759418,25,0.235643621594228,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CBRS,6969541,0.052947673600660834,0.05572079572204109,-0.0690732493571424,-0.03749172294357973,25,0.05572079572204109,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CC,5491066,0.04603123244797794,0.045615769679332153,-0.018183457347016093,-0.04525427512506896,25,0.04603123244797794,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CELO,3645845,0.05190979226258513,0.048775031420223054,-0.028016454513742267,-0.10156941406775193,25,0.05190979226258513,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CFX,3805552,0.049114239617013736,0.052171039403258575,-0.06356988035212031,-0.005157778726465786,25,0.052171039403258575,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CHIP,5897904,0.06308433730331263,0.06693877982144793,-0.00876811856651037,-0.0901155661813801,25,0.06693877982144793,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CHZ,3985517,0.07317212244188728,0.0745996413797275,-0.08039714526204328,-0.07905891247382107,25,0.0745996413797275,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CIEN,4290677,0.18092862303298848,0.16727839157331517,-0.22048028356941093,-0.21555938794490925,25,0.18092862303298848,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CL,13449849,0.02975252365584863,0.030005902179674675,-0.03687273409033175,0.012092995505940118,25,0.030005902179674675,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
COAI,2937412,0.1537851614271718,0.17692072836722036,-0.2089951953179957,0.04778479735607092,25,0.17692072836722036,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
COHR,10667120,0.08400604441707292,0.07342513185837732,-0.16749791483545262,0.0016085139653514292,25,0.08400604441707292,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
COIN,11222370,0.03123422078512448,0.03260916144957946,-0.03998358666246858,-0.024090233981245598,25,0.03260916144957946,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
COMP,2868118,0.055658187706926515,0.058107668360116375,0.006145649596915469,-0.13660223585624903,25,0.058107668360116375,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CORE,3511807,0.11455577860672223,0.10656959845985814,-0.11712012992318119,-0.052158962626802016,25,0.11455577860672223,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
COST,1950575,0.08084506705561194,0.08109647908072076,-0.19250981906926157,-0.08010825190145077,25,0.08109647908072076,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CRCL,10438110,0.029004046481819708,0.0279151996750002,-0.006831243649259949,-0.03028950121322367,25,0.029004046481819708,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CRDO,5969601,0.11012043723293581,0.0979359842186765,-0.1393298728890662,-0.1462264401836098,25,0.11012043723293581,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CRO,4646878,0.04877043799196392,0.0580867308160102,-0.04443616054098754,-0.05290765616158651,25,0.0580867308160102,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CRV,10044318,0.042946026486155246,0.04241174382718206,-0.03886509174126244,-0.03687972034950451,25,0.042946026486155246,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CRWD,2984531,0.09257753884915323,0.0892165140660918,-0.2114799653804479,-0.09912995715208327,25,0.09257753884915323,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CRWV,6431917,0.057241514495678464,0.057118026306040015,-0.08342736643743416,-0.04577518884315982,25,0.057241514495678464,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CSCO,1716616,0.10089698908746203,0.10547646765736442,-0.1712958247830276,-0.20750487377618124,25,0.10547646765736442,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
CVX,3777248,0.11316233988890025,0.13384946111384455,-0.009425267289243495,-0.2073921585808516,25,0.13384946111384455,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
DASH,6718151,0.07248186337822658,0.07177315497521537,0.05160103001955337,-0.112373860354593,25,0.07248186337822658,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
DATA,2021153,0.10087548659735278,0.10836987730828158,-0.07447714302890523,-0.06707180850956443,25,0.10836987730828158,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
DELL,8984839,0.04307720401354476,0.05313842799900866,-0.06151635490103412,-0.036394864041970273,25,0.05313842799900866,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
DOGE,28924772,0.023646795453652836,0.02434874961862185,-0.02039794592277641,-0.0056057449992525325,25,0.02434874961862185,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
DOOD,1748698,0.1002457064531527,0.09084497643327138,0.05975648983531571,-0.2744662127733928,25,0.1002457064531527,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
DOT,13313078,0.021952388351989514,0.02190638923846261,-0.01448586441114881,-0.009672576772505175,25,0.021952388351989514,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
DRAM,14270755,0.0244624053328014,0.023988192979169844,-0.017137852871148183,-0.023226733519532177,25,0.0244624053328014,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
DYDX,5667281,0.0490514792081718,0.05060351052133216,-0.028445885548221316,-0.052729623782818126,25,0.05060351052133216,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
EDEN,9336841,0.20802356568894045,0.21182665407194048,0.04348978881872838,-0.1573475587849537,25,0.21182665407194048,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
EDGE,4033321,0.09536854515502553,0.09243764172732487,-0.09512248506087168,-0.03658398288464394,25,0.09536854515502553,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
EGLD,3929818,0.04544241545580191,0.045273143178200144,-0.06952112053582774,-0.01736390231207651,25,0.04544241545580191,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
EIGEN,6352148,0.05660628432658842,0.051513350432127875,-0.049090879173506685,-0.0677915502861794,25,0.05660628432658842,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ENA,20755127,0.03613441415491802,0.037393610639991554,-0.031795110342269006,0.011478680336631781,25,0.037393610639991554,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ENJ,2076955,0.07101889912385385,0.07176507638669598,-0.062184378502729974,-0.07206062138061352,25,0.07176507638669598,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ENS,4742004,0.054460355034441826,0.052302050155230276,-0.11344210496830563,0.033576958720332915,25,0.054460355034441826,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ENSO,4907749,0.08128224622710764,0.09348230589262899,-0.0008133543064152465,-0.1775383256835136,25,0.09348230589262899,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ESP,5375450,0.09010508870482342,0.09250525020048858,0.056396929527506884,-0.1268992198183684,25,0.09250525020048858,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ETC,8983278,0.029662630030234068,0.030896419455608105,-0.009005660162758038,-0.023242444794614153,25,0.030896419455608105,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ETH,46978316,0.010897026513733924,0.010886850071486176,-0.0030385710048902695,0.00206290727380152,25,0.010897026513733924,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
ETHFI,8927629,0.053907320896797645,0.056110885856390916,-0.010713064178255304,-0.04783883804874189,25,0.056110885856390916,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
EWJ,2054196,0.04974311032742367,0.04942361297559229,-0.09305110030707721,-0.0798925852461451,25,0.04974311032742367,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
EWT,1993558,0.10000110812989672,0.09842324288154262,-0.21455661044471996,-0.1493801924613124,25,0.10000110812989672,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
EWY,11079749,0.023208230168411694,0.0234621402498274,-0.0019438338085200405,-0.012445882100061907,25,0.0234621402498274,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
F,1890494,0.06335806283942058,0.06180110580677158,-0.0793402632203651,-0.10390413517446848,25,0.06335806283942058,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
FARTCOIN,14509356,0.04955267908842203,0.04835605821547367,-0.0479648999553821,-0.02919649859771581,25,0.04955267908842203,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
FIL,12926431,0.027091481661932596,0.02836048055180243,-0.017676740931263972,-0.013455766260433561,25,0.02836048055180243,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
FLNC,2109989,0.1131307886719319,0.11445327218445564,-0.212718076259668,-0.10893800274384265,25,0.11445327218445564,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
FLOW,2068955,0.07346216910082712,0.06675798300039588,-0.09305334827017793,-0.04847159259077917,25,0.07346216910082712,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
FOGO,3891925,0.06141624377292626,0.06627176014633349,-0.01766008436912699,-0.07791021933595292,25,0.06627176014633349,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
GALA,7499247,0.06499513520609355,0.06582380297019633,-0.05958210086295427,-0.06037452922912667,25,0.06582380297019633,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
GAS,4415078,0.089740456672328,0.10434193182954928,0.03286230961701051,-0.16511831017610745,25,0.10434193182954928,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
GEV,1705442,0.13783305209209823,0.12670700537181961,-0.19390508817763438,-0.17822791602132645,25,0.13783305209209823,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
GIGGLE,6931744,0.11116909410046946,0.12241504071288019,0.00538788259235074,-0.08667552556059144,25,0.12241504071288019,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
GLM,3940214,0.05699309101319627,0.050149597010367,-0.009800551157696232,-0.11940409591390673,25,0.05699309101319627,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
GLW,6573886,0.058841824776861375,0.07029963544080158,-0.08419839119286388,-0.08387581585440883,25,0.07029963544080158,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
GMT,3457139,0.05723273534510808,0.05526183040841298,-0.050716934300602964,-0.03513928096187351,25,0.05723273534510808,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
GMX,3214363,0.07696909354492834,0.06700278675767143,-0.010809413162907176,-0.1591527321726849,25,0.07696909354492834,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
GOOGL,3929775,0.03010152469732232,0.02994394093704551,-0.006417517743288874,-0.0071124866319256215,25,0.03010152469732232,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
GPS,11329314,0.2020766500926755,0.1670410662558006,-0.07585358207421743,-0.024247824140442006,25,0.2020766500926755,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
GRAM,5078760,0.0597895925359446,0.05864023612446725,-0.01541352978896339,-0.11354360900447141,25,0.0597895925359446,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
GRASS,6069390,0.06524416741817801,0.06378779395834841,-0.1154548688595485,0.008168421801229689,25,0.06524416741817801,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
GRT,3517995,0.06945619106254104,0.0716014554854293,-0.055113029213705284,-0.11176570821947754,25,0.0716014554854293,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
H,16600793,0.13616133758191068,0.14125261464866176,-0.07122295498244977,-0.0047835944295648485,25,0.14125261464866176,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
HBAR,9193285,0.029502108065290134,0.029333847123167257,-0.019208689935640115,-0.009463643623256586,25,0.029502108065290134,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
HIMS,2601089,0.08939358225768604,0.08641962553827906,-0.23143818888581502,-0.1654695369311563,25,0.08939358225768604,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
HMSTR,3848330,0.24844853603152411,0.2272996183658897,-0.09894659586381889,-0.03170658660322597,25,0.24844853603152411,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
HOME,14984743,0.4006642071298167,0.4148274014997165,0.32790975045822957,-0.37075232007106185,25,0.4148274014997165,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
HOOD,5081276,0.03918725054578111,0.04028926697290703,-0.0528967678107303,-0.029301056402699914,25,0.04028926697290703,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
HPE,2912251,0.11014801417097508,0.1166760103716786,-0.20152419040325836,-0.1636911238746924,25,0.1166760103716786,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
HUMA,2760742,0.06715116064774806,0.068718815771347,-0.050928443282537705,-0.09228629708726162,25,0.068718815771347,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
HYPE,28770975,0.024328321279445855,0.02428725973810455,-0.006973882244846717,-0.006977971632895477,25,0.024328321279445855,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
HYUNDAI,1830891,0.10262606204716643,0.11159831697461037,-0.09208584985702235,-0.11378726609525777,25,0.11159831697461037,ok,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,6094,6094
