base_coin,filter_decision,filter_reason,vol_filter_decision,vol_filter_reason,vol_cutoff,vol_quantile,std_spread,std_spread_long,std_spread_short,std_status,n_ticks,days_with_ticks,vol_window_start,vol_window_end,market_cap_usd,median_rel_vol,p99_max_clean,had_entry_tail,status,in_plot_set,gecko_id,okx_symbol,bybit_symbol,okx_tick_size,okx_lot_size,okx_min_size,bybit_tick_size,bybit_qty_step,bybit_min_order_qty,bybit_min_notional_value,take,gecko_name,map_method,n_candidates,candidate_ids,ticker_volume_usd,ticker_mcap_usd,map_note,n_hist_days,n_days_both,n_days_volume,n_days_mcap,mean_rel_vol,volume_cv,median_volume_usd,mean_volume_usd,hist_start,hist_end,paprika_id,paprika_name,window_start,window_end,spread_n_ticks,spread_days_with_ticks,p99_long,p99_short,p95_long,p95_short,p99_max,p95_max,spread_window_start,spread_window_end,spread_joined,had_soft_tail,log_cap,log_median_rel_vol,log_fitted,log_residual,fitted_median_rel_vol,cap_cutoff_usd,mean_spread_long,mean_spread_short,std_present,std_usable,vol_min_ticks
ATH,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0674264939958406,0.0611074120275987,0.0674264939958406,ok,3581802.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,97078038.8696123,0.015034624843442767,0.1544249951472013,False,ok,True,aethir,ATH-USDT-SWAP,ATHUSDT,1e-06,1.0,1.0,1e-06,10.0,10.0,5,yes,Aethir,markets_max_mcap,4,"aethir,ath,athenadao-token,high-af",7056802.0,96398814.0,,30,30,30,30,0.01928599128239759,0.970110009123846,1226442.0589299998,1714753.2777726664,2026-08-05,2026-09-03,aethir,Aethir,2026-08-05,2026-09-03,3883235.0,29.0,0.0004702470219433193,0.1544249951472013,-0.0515811114850246,0.12239129993541804,0.1544249951472013,0.12239129993541804,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,18.391025737440344,-4.197399415068269,-3.49428477498014,-0.7031146400881294,0.03037046238507948,200000000.0,-0.149824302096116,0.0224830974892619,True,True,10000
ATOM,dropped,dropped_large_cap,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0536648654267626,0.0516813741869583,0.0536648654267626,ok,5719875.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,805262786.3451107,0.011128599084597346,0.06961680989978786,False,ok,True,cosmos,ATOM-USDT-SWAP,ATOMUSDT,0.001,1.0,1.0,0.0001,0.1,0.1,5,no,Cosmos Hub,markets_max_mcap,1,cosmos,30634550.0,803816041.0,,30,30,30,30,0.01217365506285985,0.4360522231572133,8699305.843765,9423570.296959667,2026-08-05,2026-09-03,cosmos,Cosmos Hub,2026-08-05,2026-09-03,6332670.0,29.0,0.06961680989978786,0.007133208470733533,0.05818269307723087,0.0005217633317234969,0.06961680989978786,0.05818269307723087,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,20.506679224776757,-4.498236990026719,-4.15988783152455,-0.33834915850216873,0.015609308694149214,200000000.0,-0.039617842237654,-0.0873250516026548,True,True,10000
AUCTION,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0760851418909696,0.055331344442137,0.0760851418909696,ok,1859592.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,25726605.498663533,0.026747946828384828,0.12565854865771775,False,ok,True,auction,AUCTION-USDT-SWAP,AUCTIONUSDT,0.001,1.0,1.0,0.001,0.1,0.1,5,yes,Bounce,markets_max_mcap,2,"auction,house-3",7994266.0,25793447.0,,30,30,30,30,0.19698861949319196,2.948400680528545,596192.3139500001,4663912.157043335,2026-08-05,2026-09-03,auction,Bounce,2026-08-05,2026-09-03,2015303.0,29.0,0.12565854865771775,0.00019169621489610776,0.09104825682284376,-0.036217645835499114,0.12565854865771775,0.09104825682284376,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.06303624779191,-3.6212975626649384,-3.0764876883307153,-0.5448098743342231,0.04612096369902432,200000000.0,-0.0021030822700266,-0.1567103302162334,True,True,10000
AVAX,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0265091983515902,0.0259877920943664,0.0265091983515902,ok,16222857.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,3248912207.416345,0.01293062050280851,0.05264741383585457,False,ok,True,avalanche-2,AVAX-USDT-SWAP,AVAXUSDT,0.001,0.1,0.1,0.001,0.1,0.1,5,no,Avalanche,markets_max_mcap,4,"avalanche-2,avalanche-wormhole,beam-bridged-avax-beam,binance-peg-avalanche",266935933.0,3247554709.0,,30,30,30,30,0.015167828784663728,0.5426577515867052,38246167.1595,44951455.877723336,2026-08-05,2026-09-03,avalanche-2,Avalanche,2026-08-05,2026-09-03,17731979.0,29.0,0.03270542840154269,0.05264741383585457,0.01593655639141662,0.029516474075320667,0.05264741383585457,0.029516474075320667,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,21.901586071851344,-4.348157097960149,-4.598737703001607,0.25058060504145807,0.010064532158358975,200000000.0,-0.0182861864127573,-0.0112015806226883,True,True,10000
AVNT,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0807321882059261,0.0807321882059261,0.0728740725049433,ok,6848207.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,38050306.0,0.07624481532566388,0.14549514798206284,False,ok,True,avantis,AVNT-USDT-SWAP,AVNTUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Avantis,markets_max_mcap,1,avantis,7132461.0,38050306.0,,30,30,30,30,0.15299476331570983,1.5017818896412343,2901138.5540549997,5821497.560560334,2026-08-05,2026-09-03,avantis,Avantis,2026-08-05,2026-09-03,7083374.0,29.0,0.1054025541907515,0.14549514798206284,0.054991564735748594,0.10016453411349065,0.14549514798206284,0.10016453411349065,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.454419684289565,-2.573805861535429,-3.1996203341883636,0.6258144726529347,0.040777682931852535,200000000.0,-0.0692631072475457,-0.013290520068597,True,True,10000
AXS,kept,kept_cap_le_cutoff,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0457832226800049,0.0457832226800049,0.0395287143161611,ok,5245005.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,167001789.0,0.02114630437794292,0.0796137346192221,False,ok,True,axie-infinity,AXS-USDT-SWAP,AXSUSDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,Axie Infinity,markets_max_mcap,1,axie-infinity,25737664.0,167001789.0,,30,30,30,30,0.027173775111664623,0.5173763450846245,3531470.661855,4538069.057531667,2026-08-05,2026-09-03,axie-infinity,Axie Infinity,2026-08-05,2026-09-03,5610901.0,29.0,0.056308134424235,0.0796137346192221,0.03228229001584773,0.0448455103907986,0.0796137346192221,0.0448455103907986,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,18.9335150828985,-3.856290122661005,-3.6649566589351643,-0.1913334637258406,0.025605281019808728,200000000.0,-0.0350482766519919,-0.0175345383823954,True,True,10000
AZTEC,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1682528522127774,0.1682528522127774,0.1558994436745631,ok,1808915.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,42689687.0,0.01002740002181323,0.2939447912713478,False,ok,True,aztec,AZTEC-USDT-SWAP,AZTECUSDT,1e-05,1.0,1.0,1e-06,10.0,10.0,5,yes,Aztec,markets_max_mcap,1,aztec,3196564.0,42689687.0,,30,30,30,30,0.014619814547777466,0.9465442715617177,428066.568355,624115.3070426665,2026-08-05,2026-09-03,aztec,Aztec,2026-08-05,2026-09-03,1995620.0,29.0,0.2939447912713478,0.21630970223325166,0.21581609047807274,0.042857243460765075,0.2939447912713478,0.21581609047807274,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.569467926779414,-4.602433930769847,-3.2358155156345063,-1.366618415135341,0.03932811916260497,200000000.0,-0.0242760480233742,-0.206169186025963,True,True,10000
BABY,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0730108028933725,0.0730108028933725,0.0726450813713262,ok,4652977.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,52834428.97290455,0.02771036437790768,0.2046523684210529,False,ok,True,babylon,BABY-USDT-SWAP,BABYUSDT,1e-05,1.0,1.0,1e-06,10.0,10.0,5,yes,Babylon,markets_max_mcap,9,"babylon,a-fund-baby,baby,baby-2,baby-samo-coin,babyswap,dancing-baby,deer-seized-by-us-government,niche-baby",5050796.0,52636104.0,,30,30,30,30,0.03869587969726703,0.6465769393770896,1306852.7859200002,1924895.3265343332,2026-08-05,2026-09-03,babylon,Babylon,2026-08-05,2026-09-03,4854851.0,29.0,0.2046523684210529,-0.020162229617303976,0.15623716488522912,-0.06884707989669164,0.2046523684210529,0.15623716488522912,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.782673600055976,-3.5859487705037867,-3.302891881710008,-0.28305688879377877,0.03677665972205669,200000000.0,0.0450316341403096,-0.182336833781723,True,True,10000
BAND,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0764097949166123,0.0720664542840699,0.0764097949166123,ok,1709944.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,33332136.431378286,0.012517102816636705,0.17438897393233496,False,ok,True,band-protocol,BAND-USDT-SWAP,BANDUSDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,Band,markets_max_mcap,1,band-protocol,1927739.0,33332477.0,,30,30,30,30,0.026169162212889185,2.8313627445749474,402064.9965,820782.7029390001,2026-08-05,2026-09-03,band-protocol,Band,2026-08-05,2026-09-03,1806605.0,29.0,0.17438897393233496,0.0004416731323216282,0.11648091115233995,-0.06194419034090853,0.17438897393233496,0.11648091115233995,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.322032547580932,-4.380659344510307,-3.1579701852543023,-1.2226891592560047,0.042511944934683216,200000000.0,-0.0121645742865303,-0.1730413996828387,True,True,10000
BARD,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0788318733817046,0.0788318733817046,0.0751219363266888,ok,3494460.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,42823666.3189357,0.03779864044686851,1.9922,True,ok,True,lombard-protocol,BARD-USDT-SWAP,BARDUSDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,Lombard,markets_max_mcap,1,lombard-protocol,3301402.0,42798000.0,,30,30,30,30,0.046124952331127136,0.5540330640555382,1453248.431045,1851338.7141812334,2026-08-05,2026-09-03,lombard-protocol,Lombard,2026-08-05,2026-09-03,4275421.0,29.0,1.9922,0.025539976553341132,1.0820676328502423,-0.02633031907072451,1.9922,1.0820676328502423,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.572601459107748,-3.2754821440174844,-3.236801352260402,-0.03868079175708239,0.03928936716701368,200000000.0,-0.0067882732456424,-0.1415369963524173,True,True,10000
BASED,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1203090750475117,0.1203090750475117,0.1023602178500128,ok,6055274.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,16453097.974759338,0.4351760401843859,0.17716154338549048,False,ok,True,based-one,BASED-USDT-SWAP,BASEDUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Based,markets_max_mcap,9,"based-one,based,based-2,basedchad,based-coin,based-meme,basedmilio,devbased,make-america-based-again",8246428.0,16462440.0,,30,30,30,30,0.5982976029708933,1.170108208171272,7862875.51353,10868650.446648,2026-08-05,2026-09-03,based-one,Based,2026-08-05,2026-09-03,6761162.0,29.0,0.17716154338549048,0.03975940466101751,0.1355584432717682,9.020156818637718e-05,0.17716154338549048,0.1355584432717682,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,16.616024344177493,-0.8320046396793491,-2.935853841087572,2.103849201408223,0.053085373477063776,200000000.0,0.0247935778741239,-0.1166413001122226,True,True,10000
BAT,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0489294093385944,0.0489294093385944,0.0452171322136699,ok,3931806.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,107834968.92402641,0.010475431399632577,0.11944427441392237,False,ok,True,basic-attention-token,BAT-USDT-SWAP,BATUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,Basic Attention,markets_max_mcap,3,"basic-attention-token,batic,bitbat-token",16616431.0,108040547.0,,30,30,30,30,0.01144477356383489,0.5331789358244963,984171.7635325,1120274.7559537666,2026-08-05,2026-09-03,basic-attention-token,Basic Attention,2026-08-05,2026-09-03,4192597.0,29.0,0.11944427441392237,-0.01729396801784979,0.08948218035045519,-0.05163589342568266,0.11944427441392237,0.08948218035045519,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,18.496112550887403,-4.558722630286155,-3.527346003887212,-1.0313766263989432,0.029382794298652187,200000000.0,0.0165070585324785,-0.1200110373001468,True,True,10000
BCH,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0447964894960633,0.0399247843574883,0.0447964894960633,ok,13271195.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,5203431961.690883,0.005697800090553913,0.07246588941386864,False,ok,True,bitcoin-cash,BCH-USDT-SWAP,BCHUSDT,0.1,0.1,0.1,0.1,0.01,0.01,5,no,Bitcoin Cash,markets_max_mcap,2,"bitcoin-cash,binance-peg-bitcoin-cash",163557132.0,5187622291.0,,30,30,30,30,0.010584067152962487,1.3075825700806225,26674866.752499998,49941862.073099986,2026-08-05,2026-09-03,bitcoin-cash,Bitcoin Cash,2026-08-05,2026-09-03,14797525.0,29.0,0.03588082120838436,0.07246588941386864,0.00080719181162501,0.0377160287528573,0.07246588941386864,0.0377160287528573,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,22.372584237467297,-5.167675127664756,-4.746917837667931,-0.4207572899968248,0.00867840226879767,200000000.0,-0.0524794645563803,-0.0317514403235554,True,True,10000
BEAT,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1316436873347383,0.1267798266652482,0.1316436873347383,ok,34497743.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,40666680.28119891,0.9097708840248743,0.42404876809297326,False,ok,True,audiera,BEAT-USDT-SWAP,BEATUSDT,0.0001,0.1,0.1,0.0001,1.0,1.0,5,yes,Audiera,markets_max_mcap,2,"audiera,beat-matchmaker",5453334.0,40772069.0,,30,30,30,30,1.2482951715918367,0.922648745674784,168920179.43809998,186939799.6272073,2026-08-05,2026-09-03,audiera,Audiera,2026-08-05,2026-09-03,36338342.0,29.0,0.23056711255774814,0.42404876809297326,0.08941225181468825,0.2257436338389229,0.42404876809297326,0.2257436338389229,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.520919648812946,-0.09456248696892984,-3.2205418035649878,3.125979316596058,0.03993341633101572,200000000.0,-0.0822927618158762,-0.0926901414971333,True,True,10000
BERA,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0966729573465669,0.0966729573465669,0.0962431221196077,ok,4366599.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,59340330.6249276,0.07253104456760967,0.07097044922359454,False,ok,True,berachain-bera,BERA-USDT-SWAP,BERAUSDT,0.0001,1.0,1.0,0.0001,1.0,1.0,5,yes,Berachain,markets_max_mcap,1,berachain-bera,9999609.0,59360826.0,,30,30,30,30,0.08809797510504153,0.9552022575207294,3493972.07777,4583936.024997999,2026-08-05,2026-09-03,berachain-bera,Berachain,2026-08-05,2026-09-03,4859532.0,29.0,0.07097044922359454,0.05817801455721806,0.05207251814049887,0.05165229240336526,0.07097044922359454,0.05207251814049887,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.898799744515635,-2.6237406078408174,-3.3394261805258214,0.715685572685004,0.03545729797330308,200000000.0,-0.0755064048715372,-0.0767937941796829,True,True,10000
BICO,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.263972823826884,0.263972823826884,0.2593141326663936,ok,22617119.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,22211496.0,1.9561392294363242,0.8257640890688254,True,ok,True,biconomy,BICO-USDT-SWAP,BICOUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,Biconomy,markets_max_mcap,1,biconomy,14299203.0,22211496.0,,30,30,30,30,4.888432963197425,1.4888632284181451,43448778.670067996,108579409.20832776,2026-08-05,2026-09-03,biconomy,Biconomy,2026-08-05,2026-09-03,22844536.0,29.0,0.8257640890688254,0.21899551170858508,0.5403156077348074,0.07500217364494156,0.8257640890688254,0.5403156077348074,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,16.916120550648603,0.6709727497728175,-3.030266727451128,3.7012394772239454,0.0483027527375806,200000000.0,0.1335684098839301,-0.2201687806629955,True,True,10000
BIGTIME,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0681111598546441,0.0681111598546441,0.0661897438184848,ok,4162669.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,19130394.546458334,0.04322975328057094,0.18291718072289118,False,ok,True,big-time,BIGTIME-USDT-SWAP,BIGTIMEUSDT,1e-06,1.0,1.0,1e-06,1.0,1.0,5,yes,Big Time,markets_max_mcap,1,big-time,11233261.0,19100708.0,,30,30,30,30,0.06912319757507905,0.7480669131874416,1007020.3497899999,1212191.4816016,2026-08-05,2026-09-03,big-time,Big Time,2026-08-05,2026-09-03,4394149.0,29.0,0.18291718072289118,-0.039326372413792776,0.14600018338108958,-0.07714098360655727,0.18291718072289118,0.14600018338108958,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,16.766788965691905,-3.1412262874534895,-2.983285707175006,-0.15794058027848346,0.05062621736264568,200000000.0,0.038255805186263,-0.1836153390257267,True,True,10000
BIO,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0591671878691181,0.0591219951950169,0.0591671878691181,ok,4259152.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,60045081.60897742,0.06008752126505418,0.08146287958115185,False,ok,True,bio-protocol,BIO-USDT-SWAP,BIOUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Bio Protocol,markets_max_mcap,2,"bio-protocol,bio-unit-000",19721475.0,60374507.0,,30,30,30,30,0.10397122007916319,0.8858753065500329,3745818.09148,5868358.214883001,2026-08-05,2026-09-03,bio-protocol,Bio Protocol,2026-08-05,2026-09-03,4728758.0,29.0,0.062431727532311285,0.08146287958115185,0.03171325832300431,0.041937504965870766,0.08146287958115185,0.041937504965870766,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.910606198206274,-2.8119530918606572,-3.3431405939259733,0.5311875020653161,0.035325839207821126,200000000.0,-0.0576886619511384,-0.0374317273884613,True,True,10000
BLEND,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.2244837420590827,0.2035516728492387,0.2244837420590827,ok,2086929.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,12594867.0,0.06931880045894886,1.093529230769229,True,ok,True,fluent-network,BLEND-USDT-SWAP,BLENDUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Fluent,markets_max_mcap,1,fluent-network,6355888.0,12594867.0,,30,30,30,30,0.08057440594045177,0.7103138297343932,873061.07238,1014823.9264240001,2026-08-05,2026-09-03,fluent-network,Fluent,2026-08-05,2026-09-03,2471121.0,29.0,1.093529230769229,0.4903382920110188,0.21043566800370317,0.35389186507936593,1.093529230769229,0.35389186507936593,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,16.348799907967162,-2.669039118685077,-2.8517827006150913,0.18274358193001428,0.05774129362908777,200000000.0,-0.1930385403712392,-0.0081291268630278,True,True,10000
BLUR,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0698755395509353,0.0698755395509353,0.0689884118171273,ok,3776721.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,48277839.0,0.024375694751540142,0.09726011328527259,False,ok,True,blur,BLUR-USDT-SWAP,BLURUSDT,1e-05,1.0,1.0,1e-06,1.0,1.0,5,yes,Blur,markets_max_mcap,1,blur,10223170.0,48277839.0,,30,30,30,30,0.03017326627359467,0.6402994368416052,1176805.8667279999,1456700.0912607335,2026-08-05,2026-09-03,blur,Blur,2026-08-05,2026-09-03,4174044.0,29.0,0.09726011328527259,0.08336681944796145,0.05347376409651247,0.03961411737523145,0.09726011328527259,0.05347376409651247,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.69248319345698,-3.7141687598771305,-3.2745171924413725,-0.43965156743575795,0.03783513190795751,200000000.0,-0.0553339355835418,-0.0705386326829742,True,True,10000
BNB,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0197264824873412,0.019047820845712,0.0197264824873412,ok,15423975.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,96059566341.0,0.0006566378538300547,0.03203694910501474,False,ok,True,binancecoin,BNB-USDT-SWAP,BNBUSDT,0.1,1.0,1.0,0.1,0.01,0.01,5,no,BNB,markets_max_mcap,2,"binancecoin,anubis-bridged-bnb-anubis",1124424433.0,96059566341.0,,30,30,30,30,0.000817993625599601,0.6076242153150916,63076347.482,78576112.94479999,2026-08-05,2026-09-03,binancecoin,BNB,2026-08-05,2026-09-03,16741521.0,29.0,0.03203694910501474,0.029034662185292298,0.016316794395812594,0.015574834991168792,0.03203694910501474,0.016316794395812594,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,25.288234318713187,-7.328377903279152,-5.664206806540855,-1.664171096738297,0.0034678973956155774,200000000.0,-0.0159640443225879,-0.0153435379300858,True,True,10000
BOME,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0657081518801077,0.0654959795536216,0.0657081518801077,ok,10253523.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,63855300.0,0.1756214816981519,0.10449946100449221,False,ok,True,book-of-meme,BOME-USDT-SWAP,BOMEUSDT,1e-07,1.0,1.0,1e-07,100.0,100.0,5,yes,BOOK OF MEME,markets_max_mcap,1,book-of-meme,47687638.0,63855300.0,,30,30,30,30,0.5258327139231044,1.956563706628549,11214362.400279999,33577205.69737401,2026-08-05,2026-09-03,book-of-meme,BOOK OF MEME,2026-08-05,2026-09-03,10545683.0,29.0,0.08925738575440408,0.10449946100449221,0.04720083496924536,0.06118488422701936,0.10449946100449221,0.06118488422701936,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.972130144045696,-1.7394242721302249,-3.3624965643845135,1.6230722922542886,0.034648648293889195,200000000.0,-0.0457407596278694,-0.0263034069558305,True,True,10000
BOT,held_out,held_out_no_metrics,held_out,held_out_no_std,0.0469718977007977,0.2,0.1574147142981449,0.1487444091174239,0.1574147142981449,ok,2412179.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,,,0.3086508585858598,False,unmatched_coingecko,False,,BOT-USDT-SWAP,BOTUSDT,0.01,0.1,0.1,0.01,0.01,0.01,5,no,,unmatched,4,"bot,hyperbot,robostrategy-backpack-securities,wasabot",,,"4 coins/list hits, none in top markets; not guessing",30,0,30,0,,0.9644165663823099,610732.0798,910560.0324333333,2026-08-05,2026-09-03,,,2026-08-05,2026-09-03,2683914.0,29.0,0.3086508585858598,0.1474978993288591,0.17741862129144867,0.0352564497910313,0.3086508585858598,0.17741862129144867,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,,,,,,200000000.0,-0.0710227526207934,-0.2329542414517661,True,True,10000
