base_coin,filter_decision,filter_reason,vol_filter_decision,vol_filter_reason,vol_cutoff,vol_quantile,std_spread,std_spread_long,std_spread_short,std_status,n_ticks,days_with_ticks,vol_window_start,vol_window_end,market_cap_usd,median_rel_vol,p99_max_clean,had_entry_tail,status,in_plot_set,gecko_id,okx_symbol,bybit_symbol,okx_tick_size,okx_lot_size,okx_min_size,bybit_tick_size,bybit_qty_step,bybit_min_order_qty,bybit_min_notional_value,take,gecko_name,map_method,n_candidates,candidate_ids,ticker_volume_usd,ticker_mcap_usd,map_note,n_hist_days,n_days_both,n_days_volume,n_days_mcap,mean_rel_vol,volume_cv,median_volume_usd,mean_volume_usd,hist_start,hist_end,paprika_id,paprika_name,window_start,window_end,spread_n_ticks,spread_days_with_ticks,p99_long,p99_short,p95_long,p95_short,p99_max,p95_max,spread_window_start,spread_window_end,spread_joined,had_soft_tail,log_cap,log_median_rel_vol,log_fitted,log_residual,fitted_median_rel_vol,cap_cutoff_usd,mean_spread_long,mean_spread_short,std_present,std_usable,vol_min_ticks
CAP,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.235643621594228,0.235643621594228,0.2323278999959762,ok,15800366.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,76572716.0,0.5660037383256721,0.8503162559694357,True,ok,True,cap-4,CAP-USDT-SWAP,CAPUSDT,1e-05,1.0,1.0,1e-05,10.0,10.0,5,yes,Cap,markets_max_mcap,7,"cap-4,based-brians,cap-2,cap-3,capcat,capminal,catwifcap-2",57541653.0,76572716.0,,30,30,30,30,0.9863359419008548,1.164806586610426,43340443.50975,75526421.95976666,2026-08-05,2026-09-03,cap-4,Cap,2026-08-05,2026-09-03,16719089.0,29.0,0.8503162559694357,0.10930882841592625,0.576668075385494,0.0276067459445898,0.8503162559694357,0.576668075385494,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,18.153751383271253,-0.5691545959850908,-3.4196361917788423,2.8504815957937515,0.03272433815689769,200000000.0,0.131980645479828,-0.2112531799759418,True,True,10000
CBRS,held_out,held_out_no_metrics,held_out,held_out_no_std,0.0469718977007977,0.2,0.055720795722041,0.0529476736006608,0.055720795722041,ok,6969541.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,,,0.07930658598726151,False,missing_market_cap,False,cerebras-systems-robinhood-tokenized-stock,CBRS-USDT-SWAP,CBRSUSDT,0.01,0.01,0.01,0.01,0.01,0.01,5,no,Cerebras Systems • Robinhood Token,unique_symbol_not_in_top_markets,1,cerebras-systems-robinhood-tokenized-stock,,,in coins/list but not in cached /markets pages,30,0,30,0,,0.9432735489719398,7860915.4658,9744751.231256666,2026-08-05,2026-09-03,cerebras-systems-robinhood-tokenized-stock,Cerebras Systems • Robinhood Token,2026-08-05,2026-09-03,8182267.0,29.0,0.04629411056376539,0.07930658598726151,0.004554757445780443,0.04532617074004415,0.07930658598726151,0.04532617074004415,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,,,,,,200000000.0,-0.0690732493571424,-0.0374917229435797,True,True,10000
CELO,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0519097922625851,0.0519097922625851,0.048775031420223,ok,3645845.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,46884951.0,0.010273647773909373,0.08670698124267275,False,ok,True,celo,CELO-USDT-SWAP,CELOUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,Celo,markets_max_mcap,1,celo,16884357.0,46884951.0,,30,30,30,30,0.015828374723622227,0.7940148343243751,481679.47247100004,742112.5733266666,2026-08-05,2026-09-03,celo,Celo,2026-08-05,2026-09-03,3929790.0,29.0,0.08670698124267275,0.0007226636574945957,0.051807718564192605,-0.03115409460367954,0.08670698124267275,0.051807718564192605,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.66320730772494,-4.578173130772811,-3.265306743214725,-1.3128663875580857,0.03818522022983754,200000000.0,-0.0280164545137422,-0.1015694140677519,True,True,10000
CFX,dropped,dropped_large_cap,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0521710394032585,0.0491142396170137,0.0521710394032585,ok,3805552.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,255619507.0,0.01026414020920164,0.11948783521809364,False,ok,True,conflux-token,CFX-USDT-SWAP,CFXUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Conflux,markets_max_mcap,4,"conflux-token,cf-industries-xstock,chain-fox-2,cosmic-force-token-v2",4622949.0,255619507.0,,30,30,30,30,0.013635503025473976,0.7234089281944877,2623714.460055,3485500.5610686666,2026-08-05,2026-09-03,conflux-token,Conflux,2026-08-05,2026-09-03,4169404.0,29.0,0.04722098188522007,0.11948783521809364,0.02187282357576548,0.08040129884797816,0.11948783521809364,0.08040129884797816,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,19.3592005960219,-4.579098991473556,-3.7988810375527287,-0.7802179539208272,0.022395817919978248,200000000.0,-0.0635698803521203,-0.0051577787264657,True,True,10000
CHIP,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0669387798214479,0.0630843373033126,0.0669387798214479,ok,5897904.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,110339949.0,0.16358037450107937,0.1449837862291055,False,ok,True,chip-2,CHIP-USDT-SWAP,CHIPUSDT,1e-05,1.0,1.0,1e-05,10.0,10.0,5,yes,USD.AI,markets_max_mcap,3,"chip-2,algo-casino-chips,chip-the-wooly-mouse",94275737.0,110339949.0,,30,30,30,30,0.22405102760584625,0.995549049417887,18049450.17985,24721778.959426664,2026-08-05,2026-09-03,chip-2,USD.AI,2026-08-05,2026-09-03,6179874.0,29.0,0.1449837862291055,0.04428077049180287,0.09975944262593173,0.0008018113438842287,0.1449837862291055,0.09975944262593173,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,18.51907660360073,-1.810450822271649,-3.534570695344546,1.7241198730728968,0.02917127766692027,200000000.0,-0.0087681185665103,-0.0901155661813801,True,True,10000
CHZ,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0745996413797275,0.0731721224418872,0.0745996413797275,ok,3985517.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,145542052.0,0.01707358578605172,0.08215420394238124,False,ok,True,chiliz,CHZ-USDT-SWAP,CHZUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,Chiliz,markets_max_mcap,1,chiliz,22763801.0,145542052.0,,30,30,30,30,0.020579365846626015,0.6686572855409948,2484924.7103,2995163.1341766664,2026-08-05,2026-09-03,chiliz,Chiliz,2026-08-05,2026-09-03,4349995.0,29.0,0.08215420394238124,0.07344668362942446,0.0009575992226909253,0.06704394189072,0.08215420394238124,0.06704394189072,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,18.795975620000533,-4.070222700612645,-3.621685543202683,-0.4485371574099615,0.02673757115849993,200000000.0,-0.0803971452620432,-0.079058912473821,True,True,10000
COAI,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1769207283672203,0.1537851614271718,0.1769207283672203,ok,2937412.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,59969717.0,0.019724529149353832,0.2779218013100443,False,ok,True,chainopera-ai,COAI-USDT-SWAP,COAIUSDT,0.0001,1.0,1.0,0.0001,1.0,1.0,5,yes,ChainOpera AI,markets_max_mcap,1,chainopera-ai,5228135.0,59969717.0,,30,30,30,30,0.02792236979341868,0.8833510883565923,1182874.431045,1674496.6144806666,2026-08-05,2026-09-03,chainopera-ai,ChainOpera AI,2026-08-05,2026-09-03,3236264.0,29.0,-0.025688702518139064,0.2779218013100443,-0.06827802995567735,0.20150881828978623,0.2779218013100443,0.20150881828978623,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.90935027610738,-3.9258922832903025,-3.3427454698695946,-0.5831468134207078,0.035339800054655486,200000000.0,-0.2089951953179957,0.0477847973560709,True,True,10000
COMP,dropped,dropped_large_cap,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0581076683601163,0.0556581877069265,0.0581076683601163,ok,2868118.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,200963968.0,0.007061700936607701,0.14881883467279067,False,ok,True,compound-governance-token,COMP-USDT-SWAP,COMPUSDT,0.01,1.0,1.0,0.001,0.01,0.01,5,yes,Compound,override,1,compound-governance-token,31614797.0,200963968.0,,30,30,30,30,0.013197584685348504,1.100930320245385,1419147.44105,2652238.9863836668,2026-08-05,2026-09-03,compound-governance-token,Compound,2026-08-05,2026-09-03,3094960.0,29.0,0.14881883467279067,0.00029738790406657543,0.10082264725114495,-0.05094695164044627,0.14881883467279067,0.10082264725114495,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,19.118636186272102,-4.953069330629848,-3.7231973741439077,-1.2298719564859404,0.024156606525945444,200000000.0,0.0061456495969154,-0.136602235856249,True,True,10000
CORE,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1145557786067222,0.1145557786067222,0.1065695984598581,ok,3511807.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,32605527.0,0.07679774953991696,0.1988831604696671,False,ok,True,coredaoorg,CORE-USDT-SWAP,COREUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,Core,markets_max_mcap,4,"coredaoorg,core-2,cvault-finance,warpcore",3317525.0,32605527.0,,30,30,30,30,0.10269596691587289,0.7735823531692838,2504031.096163,3348456.1220666002,2026-08-05,2026-09-03,coredaoorg,Core,2026-08-05,2026-09-03,4005042.0,29.0,0.11532507377049171,0.1988831604696671,0.03971161315941527,0.10639581160696181,0.1988831604696671,0.10639581160696181,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.299992371843977,-2.5665799421235125,-3.1510361535590823,0.5844562114355698,0.04280774847865562,200000000.0,-0.1171201299231811,-0.052158962626802,True,True,10000
CRO,dropped,dropped_large_cap,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0580867308160102,0.0487704379919639,0.0580867308160102,ok,4646878.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,2797693235.0,0.0008085434753213748,0.069201576779509,False,ok,True,crypto-com-chain,CRO-USDT-SWAP,CROUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,no,Cronos,markets_max_mcap,2,"crypto-com-chain,cronos-zkevm-bridged-cro-cronos-zkevm",7549361.0,2797693235.0,,30,30,30,30,0.0010549085267906435,0.8555485409115209,2262056.61111,2951310.448946001,2026-08-05,2026-09-03,crypto-com-chain,Cronos,2026-08-05,2026-09-03,4879196.0,29.0,0.069201576779509,0.06074435199193141,0.03491966416426388,0.02093211346226106,0.069201576779509,0.03491966416426388,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,21.75206106993821,-7.120276107577265,-4.551695832062482,-2.5685802755147833,0.010549299366090326,200000000.0,-0.0444361605409875,-0.0529076561615865,True,True,10000
CRV,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0429460264861552,0.0429460264861552,0.042411743827182,ok,10044318.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,582219224.0,0.03277260106002615,0.05985134106678284,False,ok,True,curve-dao-token,CRV-USDT-SWAP,CRVUSDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,Curve DAO,markets_max_mcap,2,"curve-dao-token,bridged-curve-dao-token-stargate",72686714.0,582219224.0,,30,30,30,30,0.052349696827212626,0.8369905301699746,19080838.35763,30478999.863374997,2026-08-05,2026-09-03,curve-dao-token,Curve DAO,2026-08-05,2026-09-03,10701047.0,29.0,0.05985134106678284,0.047999363091272514,0.030247967828609664,0.031155516403898055,0.05985134106678284,0.031155516403898055,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,20.182357608311563,-3.4181624462133007,-4.057853419691621,0.63969097347832,0.017286085288644174,200000000.0,-0.0388650917412624,-0.0368797203495045,True,True,10000
DASH,dropped,dropped_large_cap,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0724818633782265,0.0724818633782265,0.0717731549752153,ok,6718151.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,591031819.0,0.017746695522157668,0.2183903738783647,False,ok,True,dash,DASH-USDT-SWAP,DASHUSDT,0.01,1.0,1.0,0.01,0.01,0.01,5,yes,Dash,markets_max_mcap,2,"dash,dash-2",98076514.0,591031819.0,,30,30,30,30,0.03092464709631254,1.1381352888595693,10488861.7357,18277450.42526667,2026-08-05,2026-09-03,dash,Dash,2026-08-05,2026-09-03,7249065.0,29.0,0.2183903738783647,0.02694008258359166,0.16902799171842697,0.0006031368687575777,0.2183903738783647,0.16902799171842697,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,20.197380413176592,-4.031555948157847,-4.062579725249637,0.031023777091789384,0.017204578731838494,200000000.0,0.0516010300195533,-0.112373860354593,True,True,10000
DATA,held_out,held_out_no_metrics,held_out,held_out_no_std,0.0469718977007977,0.2,0.1083698773082815,0.1008754865973527,0.1083698773082815,ok,2021153.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,,,0.1998392773437508,False,missing_market_cap,False,streamr,DATA-USDT-SWAP,DATAUSDT,0.0001,1.0,1.0,0.0001,1.0,1.0,5,no,Streamr,override,6,"story-2,data-ai,data-bot,data-center-coin,data-hedge,streamr",,,override id not in top markets pages,30,0,30,0,,0.6008010666029104,1407534.6501000002,1706750.1327133337,2026-08-05,2026-09-03,streamr,Streamr,2026-08-05,2026-09-03,2216017.0,29.0,0.1998392773437508,0.10790372043010808,0.10422255315882481,0.09516792224198883,0.1998392773437508,0.10422255315882481,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,,,,,,200000000.0,-0.0744771430289052,-0.0670718085095644,True,True,10000
DOGE,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0243487496186218,0.0236467954536528,0.0243487496186218,ok,28924772.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,13896986978.0,0.02004811347070113,0.05566034617407893,False,ok,True,dogecoin,DOGE-USDT-SWAP,DOGEUSDT,1e-05,0.01,0.01,1e-05,1.0,1.0,5,no,Dogecoin,markets_max_mcap,7,"dogecoin,binance-peg-dogecoin,department-of-gov-efficiency,department-of-government-efficiency,department-of-government-efficiency-2,department-of-government-efficiency-4,doonlygoodeveryday",981638257.0,13896986978.0,,30,30,30,30,0.028264186139894773,0.8925296783286465,278608371.8358,392787026.7298857,2026-08-05,2026-09-03,dogecoin,Dogecoin,2026-08-05,2026-09-03,32287547.0,29.0,0.025764856605667637,0.05566034617407893,0.013375567783607361,0.03294802167257206,0.05566034617407893,0.03294802167257206,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,23.354937889413648,-3.9096202208932684,-5.055974872412432,1.1463546515191636,0.006371152672875915,200000000.0,-0.0203979459227764,-0.0056057449992525,True,True,10000
DOOD,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.1002457064531527,0.1002457064531527,0.0908449764332713,ok,1748698.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,10769752.0,0.04733099229299802,0.27189774104683195,False,ok,True,doodles,DOOD-USDT-SWAP,DOODUSDT,1e-06,1.0,1.0,1e-06,10.0,10.0,5,yes,Doodles,markets_max_mcap,1,doodles,7414347.0,10769752.0,,30,30,30,30,0.055980098266156304,0.4546249136577307,509743.0489095,602891.7752621333,2026-08-05,2026-09-03,doodles,Doodles,2026-08-05,2026-09-03,1882913.0,29.0,0.27189774104683195,-0.013451428571428371,0.21657126042177613,-0.08812170676096905,0.27189774104683195,0.21657126042177613,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,16.1922520219408,-3.050589969870736,-2.8025313690249174,-0.24805860084581877,0.060656324582239095,200000000.0,0.0597564898353157,-0.2744662127733928,True,True,10000
DOT,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0219523883519895,0.0219523883519895,0.0219063892384626,ok,13313078.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,1522617209.0,0.01187022684639183,0.04311524127601099,False,ok,True,polkadot,DOT-USDT-SWAP,DOTUSDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,no,Polkadot,override,5,"polkadot,binance-peg-polkadot,dot,pippin-s-friend,xcdot",127742883.0,1522617209.0,,30,30,30,30,0.014552702409150516,0.5616356258830071,18073811.67105,22158195.125628334,2026-08-05,2026-09-03,polkadot,Polkadot,2026-08-05,2026-09-03,14952232.0,29.0,0.03387158013868482,0.04311524127601099,0.01381765017266267,0.023919009328085907,0.04311524127601099,0.023919009328085907,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,21.143696539150028,-4.433721959642427,-4.360299039719316,-0.0734229199231109,0.01277456697537487,200000000.0,-0.0144858644111488,-0.0096725767725051,True,True,10000
DYDX,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0506035105213321,0.0490514792081718,0.0506035105213321,ok,5667281.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,98102680.0,0.027155231599279447,0.06882808480763881,False,ok,True,dydx-chain,DYDX-USDT-SWAP,DYDXUSDT,1e-05,1.0,1.0,1e-05,0.1,0.1,5,yes,dYdX,markets_max_mcap,2,"dydx-chain,dydx-wormhole",2482071.0,98102680.0,,30,30,30,30,0.033380262767371896,0.5286721072600029,2664000.99591,3274693.2365834,2026-08-05,2026-09-03,dydx-chain,dYdX,2026-08-05,2026-09-03,6109420.0,29.0,0.06882808480763881,0.06528465882806454,0.04206938661075615,0.025039589526939247,0.06882808480763881,0.04206938661075615,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,18.401525243224615,-3.6061855587421774,-3.497588011159433,-0.10859754758274454,0.03027030708432301,200000000.0,-0.0284458855482213,-0.0527296237828181,True,True,10000
EDEN,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.2118266540719404,0.2080235656889404,0.2118266540719404,ok,9336841.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,25982469.0,0.2770977221737473,1.041599528301894,True,ok,True,openeden,EDEN-USDT-SWAP,EDENUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,yes,OpenEden,markets_max_mcap,3,"openeden,eden,edenlayer",4614661.0,25982469.0,,30,30,30,30,0.8251739262564308,1.7015732556364145,7199682.97635,21440055.958566003,2026-08-05,2026-09-03,openeden,OpenEden,2026-08-05,2026-09-03,9615046.0,29.0,1.041599528301894,0.09164686559679122,0.31486832288868954,0.04367831394396265,1.041599528301894,0.31486832288868954,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.072932599333253,-1.2833850473788662,-3.0796011669197103,1.7962161195408441,0.04597759037674689,200000000.0,0.0434897888187283,-0.1573475587849537,True,True,10000
EDGE,dropped,dropped_large_cap,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0953685451550255,0.0953685451550255,0.0924376417273248,ok,4033321.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,220756362.0,0.011387127594990897,0.1906702871972321,False,ok,True,edgex,EDGE-USDT-SWAP,EDGEUSDT,0.0001,1.0,1.0,0.0001,1.0,1.0,5,yes,edgeX,markets_max_mcap,4,"edgex,definitive,edge,edge-2",45615748.0,220756362.0,,30,30,30,30,0.03868909692662296,2.420652157431166,2513780.8614999996,8540864.286586666,2026-08-05,2026-09-03,edgex,edgeX,2026-08-05,2026-09-03,4416675.0,29.0,0.10180405269275508,0.1906702871972321,0.05650729838709741,0.1098744660719108,0.1906702871972321,0.1098744660719108,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,19.21257021696511,-4.47527171989539,-3.752749840233956,-0.7225218796614339,0.023453164646940715,200000000.0,-0.0951224850608716,-0.0365839828846439,True,True,10000
EGLD,kept,kept_cap_le_cutoff,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0454424154558019,0.0454424154558019,0.0452731431782001,ok,3929818.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,144332789.0,0.015621291117432781,0.08675048927038612,False,ok,True,elrond-erd-2,EGLD-USDT-SWAP,EGLDUSDT,0.001,1.0,1.0,0.001,0.01,0.01,5,yes,MultiversX,markets_max_mcap,1,elrond-erd-2,44501732.0,144332789.0,,30,30,30,30,0.03444936538271056,2.0685257633799417,2254664.5147599997,4972172.984966666,2026-08-05,2026-09-03,elrond-erd-2,MultiversX,2026-08-05,2026-09-03,4174377.0,29.0,0.034374143876338144,0.08675048927038612,0.0006798978279058439,0.056601421239637385,0.08675048927038612,0.056601421239637385,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,18.787632225928956,-4.159120480020332,-3.6190606385908284,-0.5400598414295033,0.026807846925585504,200000000.0,-0.0695211205358277,-0.0173639023120765,True,True,10000
EIGEN,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0566062843265884,0.0566062843265884,0.0515133504321278,ok,6352148.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,192648787.0,0.019724543127800746,0.06775632592988995,False,ok,True,eigenlayer,EIGEN-USDT-SWAP,EIGENUSDT,0.0001,1.0,1.0,1e-05,1.0,1.0,5,yes,EigenCloud (prev. EigenLayer),markets_max_mcap,1,eigenlayer,22797947.0,192648787.0,,30,30,30,30,0.02462118507284796,0.6459514976600677,3799909.3077,4743241.438786668,2026-08-05,2026-09-03,eigenlayer,EigenCloud (prev. EigenLayer),2026-08-05,2026-09-03,7005362.0,29.0,0.06775632592988995,0.05033441377347801,0.04288771098821918,0.0008813631234125699,0.06775632592988995,0.04288771098821918,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,19.076379332624196,-3.9258915746071263,-3.7099029990884693,-0.21598857551865702,0.02447989772888243,200000000.0,-0.0490908791735066,-0.0677915502861794,True,True,10000
ENA,dropped,dropped_large_cap,dropped,dropped_low_vol,0.0469718977007977,0.2,0.0373936106399915,0.036134414154918,0.0373936106399915,ok,20755127.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,1685299997.0,0.08159832388073932,0.11368564549483055,False,ok,True,ethena,ENA-USDT-SWAP,ENAUSDT,1e-05,1.0,1.0,1e-05,1.0,1.0,5,no,Ethena,markets_max_mcap,1,ethena,809491587.0,1685299997.0,,30,30,30,30,0.1174213098699956,1.069537950807571,137517654.991415,197890133.17163965,2026-08-05,2026-09-03,ethena,Ethena,2026-08-05,2026-09-03,22317819.0,29.0,0.039551942407440935,0.11368564549483055,0.019405101300359794,0.06987185477061669,0.11368564549483055,0.06987185477061669,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,21.24520942466615,-2.5059465579002524,-4.3922358796993075,1.886289321799055,0.012373033655236681,200000000.0,-0.031795110342269,0.0114786803366317,True,True,10000
ENJ,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0717650763866959,0.0710188991238538,0.0717650763866959,ok,2076955.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,52413896.0,0.011665256153034303,0.09756618279569945,False,ok,True,enjincoin,ENJ-USDT-SWAP,ENJUSDT,1e-05,1.0,1.0,1e-06,0.1,0.1,5,yes,Enjin Coin,markets_max_mcap,1,enjincoin,2948070.0,52413896.0,,30,30,30,30,0.014924373903406899,0.8066760243089961,611421.5228185,782244.5816382833,2026-08-05,2026-09-03,enjincoin,Enjin Coin,2026-08-05,2026-09-03,2239370.0,29.0,0.09756618279569945,0.08253104470115567,0.04377163852407812,0.03967126785714331,0.09756618279569945,0.04377163852407812,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,False,17.77468230497409,-4.4511404146384566,-3.3003777505140963,-1.1507626641243602,0.03686923739699147,200000000.0,-0.0621843785027299,-0.0720606213806135,True,True,10000
ENS,dropped,dropped_large_cap,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0544603550344418,0.0544603550344418,0.0523020501552302,ok,4742004.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,244829871.0,0.008916846493580025,0.1595821832529596,False,ok,True,ethereum-name-service,ENS-USDT-SWAP,ENSUSDT,0.001,1.0,1.0,0.001,0.1,0.1,5,yes,Ethereum Name Service,markets_max_mcap,1,ethereum-name-service,22111137.0,244829871.0,,30,30,30,30,0.020697521812973553,1.4372153986565706,2183110.37675,5067371.59549,2026-08-05,2026-09-03,ethereum-name-service,Ethereum Name Service,2026-08-05,2026-09-03,5257205.0,29.0,0.0007656779605227978,0.1595821832529596,-0.022722776423526315,0.1170524763193513,0.1595821832529596,0.1170524763193513,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,19.316074123217184,-4.719812927007291,-3.7853130727188766,-0.934499854288414,0.022701754364102322,200000000.0,-0.1134421049683056,0.0335769587203329,True,True,10000
ENSO,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0934823058926289,0.0812822462271076,0.0934823058926289,ok,4907749.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,17953127.0,0.21153435882144656,0.18329819477434708,False,ok,True,enso,ENSO-USDT-SWAP,ENSOUSDT,0.0001,1.0,1.0,0.0001,0.1,0.1,5,yes,Enso,markets_max_mcap,1,enso,43174610.0,17953127.0,,30,30,30,30,0.28078136676180887,0.8586531647285162,3797703.2087850003,5040903.5367083335,2026-08-05,2026-09-03,enso,Enso,2026-08-05,2026-09-03,5134223.0,29.0,0.18329819477434708,0.023699656125269274,0.12309791874554463,-0.03347458863126334,0.18329819477434708,0.12309791874554463,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,16.70327486385457,-1.5533678406333884,-2.963303616265674,1.4099357756322854,0.05164800981668359,200000000.0,-0.0008133543064152,-0.1775383256835136,True,True,10000
ESP,kept,kept_cap_le_cutoff,kept,kept_std_ge_cutoff,0.0469718977007977,0.2,0.0925052502004885,0.0901050887048234,0.0925052502004885,ok,5375450.0,25.0,2026-08-03T13:35:00Z,2026-08-27T11:40:00Z,55299266.0,0.08824496558326832,0.2878639766839384,False,ok,True,espresso,ESP-USDT-SWAP,ESPUSDT,1e-05,1.0,1.0,1e-05,10.0,10.0,5,yes,Espresso,markets_max_mcap,2,"espresso,spain-coin",1631993.0,55299266.0,,30,30,30,30,0.13593009640007397,0.8392056341391833,4879881.82495,7516834.558233333,2026-08-05,2026-09-03,espresso,Espresso,2026-08-05,2026-09-03,5592202.0,29.0,0.2878639766839384,0.04798786317270498,0.18422505102040912,0.0008722689537395425,0.2878639766839384,0.18422505102040912,2026-07-22T11:05:00Z,2026-08-27T11:40:00Z,True,True,17.828270193348416,-2.427638632011075,-3.3172369680131863,0.8895983360021114,0.03625286131339445,200000000.0,0.0563969295275068,-0.1268992198183684,True,True,10000
